publication_id,publisher,publish_date,claim_date,claim_time,last_update_date,description,url,subjects,status
578191,הרשות לשירותים ציבוריים - חשמל,2016-03-16,2016-04-07,14:00,2016-04-10,התקשרות למתן שירותי ייעוץ וסיוע סטטיסטי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578191,שירותי יעוץ לניהול,הסתיים
578396,משרד האוצר,2016-03-24,2016-04-20,12:00,2016-04-06,"הזמנה להציע הצעות למתן שירותי ביקורת בתחום ענפי הביטוח הכללי (כולל ביטוחי בריאות) לבחינת עמידת חברות הביטוח בהוראות הדין (לרבות הנחיות הממונה על שוק ההון, ביטוח וחסכון/המפקח על הביטוח) בחברות הביטוח",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578396,שירותי ביטוח,עודכן
577251,משרד האוצר - החשב הכללי,2016-02-25,2016-04-07,13:00,2016-04-10,"מכרז לקבלת הזיכיון לשיווק מטבעות זיכרון, מטבעות מיוחדים ופריטים נומיסמאטיים אחרים בהנפקת בנק ישראל",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577251,שירותי תקשורת; שירותים למגזר הצבורי; שירותי  קהילה; שירותים פיננסיים,הסתיים
577976,משרד האוצר - מינהל הדיור הממשלתי,2016-03-09,2016-04-13,11:00,2016-04-10,מכירת אגף בבניין ברחוב הנביאים 74 בירושלים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577976,"מכירת קרקע למסחר, תעשייה ותיירות; מכירת קרקע / מבנה למגורים; מכירת קרקעות ומבנים; מכירת מבנה מסחרי",עודכן
577977,משרד האוצר - מינהל הדיור הממשלתי,2016-03-09,2016-04-13,11:00,2016-04-07,מכירת דירה ברחוב ירמיהו 52 בירושלים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577977,"מכירת מבנה מסחרי; מכירת קרקע / מבנה למגורים; מכירת קרקע למסחר, תעשייה ותיירות; מכירת קרקעות ומבנים",עודכן
577980,משרד האוצר - מינהל הדיור הממשלתי,2016-03-09,2016-04-13,11:00,2016-04-07,מכירת אולם ברחוב יהודה מרגוזה 18-22 תל אביב,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577980,"מכירת קרקע / מבנה למגורים; מכירת קרקעות ומבנים; מכירת מבנה מסחרי; מכירת קרקע למסחר, תעשייה ותיירות",עודכן
579130,משרד האוצר - מינהל הדיור הממשלתי,2016-04-07,2016-04-18,13:00,2016-04-07,בקשה לקבל הצעות לדיור עבור משרדי ממשלה בנצרת עלית,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579130,שירותי ניהול נכסים; שירותי בנייה ואחזקת מבנים,עודכן
579131,משרד האוצר - מינהל הדיור הממשלתי,2016-04-07,2016-05-17,13:00,2016-04-07,מכרז לאיתור דיור עבור מנהלת רכבת הקלה במשטרת ישראל באזור המרכז,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579131,שירותי בנייה ואחזקת מבנים; שירותי ניהול נכסים,עודכן
579203,משרד האוצר - מינהל הדיור הממשלתי,2016-04-07,2016-05-10,13:00,2016-04-07,מכרז לאיתור דיור עבור משרד המשפטים באזור המרכז,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579203,שירותי ניהול נכסים; שירותי בנייה ואחזקת מבנים,חדש
578897,משרד האוצר - מינהל הדיור הממשלתי,2016-03-31,2016-04-19,13:00,2016-04-03,"מכרז פומבי לבחירת יועצים בתחום תחזוקת מבנים
",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578897,שירותי בנייה ואחזקת מבנים,חדש
578744,משרד האוצר - מינהל הדיור הממשלתי,2016-03-28,2016-04-11,13:00,2016-03-30,קבלת הצעות לדיור עבור הרשות הלאומית לחדשנות טכנולוגית באזור המרכז,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578744,שירותי ניהול נכסים; שירותי בנייה ואחזקת מבנים,עודכן
577297,משרד האוצר - מינהל הדיור הממשלתי,2016-02-29,2016-03-29,13:00,2016-03-30,מכרז לאיתור דיור עבור בית דין לערעורים בבתי דין שרעיים במשרד המשפטים בנצרת,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577297,שירותי בנייה ואחזקת מבנים; שירותי ניהול נכסים,הסתיים
578720,משרד האוצר - מינהל הדיור הממשלתי,2016-03-27,2016-06-27,12:00,2016-03-29,"מימון, תכנון, הקמה ותחזוקה של קרית ממשלה מחוזית בנצרת עילית  
",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578720,שירותי בנייה ואחזקת מבנים,חדש
578620,משרד האוצר - מינהל הדיור הממשלתי,2016-03-27,2016-05-16,12:00,2016-03-28,הקמת תוספת קומה למבנה המרכז הלוגיסטי של ועדת הבחירות המרכזית,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578620,שירותי בנייה ואחזקת מבנים,חדש
578046,משרד האוצר - מינהל הרכב הממשלתי,2016-03-14,2016-04-21,12:00,2016-04-07,אספקת שרותי השתלמויות בנהיגה לבעלי אישורי נהיגה ברכב ממשלתי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578046,כיתות הדרכה; שירותים לכלי רכב,עודכן
578810,משרד האוצר - מינהל הרכש הממשלתי,2016-03-30,2016-05-23,13:00,2016-04-06,"אספקת ציוד מולטימדיה: הקרנה, מסכים וסריקה למשרדי הממשלה",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578810,מסכי מחשב; ציוד תקשורת מולטימדיה ו- DataVoice; רכיבים לטכנולוגיות מידע ושידור; מכשירי תקשורת ואביזרים,עודכן
576076,משרד האוצר - מינהל הרכש הממשלתי,2016-02-04,2016-03-28,13:00,2016-03-29,מתן שירותי אבחון למועמדים למשרות בשירות המדינה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576076,"שירותי ניהול, יעוץ ומנהל; שירותי כוח אדם",הסתיים
577757,משרד האוצר - נציבות מס הכנסה,2016-03-07,2016-03-31,12:00,2016-04-03,"אספקת שוברי שי ליום הולדתם של עובדי רשות המסים בישראל-אגף מס הכנסה ומיסוי מקרקעין ושע""מ",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577757,"שירותי הפקת אירועים; שירותי רווחה, נסיעות; שירותים אישיים ומקומיים",הסתיים
571270,משרד הבינוי,2015-11-05,2015-11-23,12:00,2015-11-24,"תשתיות וסלילה ל- 217 יח""ד - אופקים",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=571270, שירותי הנדסה מיקצועים,הסתיים
577979,משרד הבינוי והשיכון,2016-03-10,2016-04-03,12:00,2016-04-04,ביצוע בדיקות אימות למבקשי ומקבלי סיוע בדיור,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577979,שירותי יעוץ לניהול,הסתיים
578014,משרד הבינוי והשיכון,2016-03-10,2016-04-03,12:00,2016-04-04,13256-16 אדם-דרך בטחון לרבות גידור ולתאורת קו ערוב,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578014, שירותי הנדסה מיקצועים,הסתיים
578753,משרד הבריאות,2016-01-25,2016-04-07,12:00,2016-04-10,הקמה והפעלה של קהילה שיקומית במודל אקולוגי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578753,שירותי רופאים מומחים; שירותי בריאות; שירותי טיפול בריאותי; שירותי מזון בריאותי,הסתיים
579171,משרד הבריאות,2016-04-07,2016-05-19,12:00,2016-04-07,לאספקת כסאות גלגלים מיוחדים וטיולונים לילדים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579171,שירותי טיפול בריאותי; אבזרי תמיכה למוגבלים ; שירותי מזון בריאותי; שירותי רופאים מומחים; שירותי בריאות,חדש
579029,משרד הבריאות,2016-04-04,2016-05-17,12:00,2016-04-05,קבלת שירותי תרגום מתורגמנות ותמלול,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579029,שירותי הדפסה; שירותי עריכה ותרגום,חדש
578099,משרד הבריאות,2016-03-14,2016-04-03,12:00,2016-04-04,מתן שירותי ייעוץ אבחון ומיפוי מידע להקמת מרכז למידה למקצועות הבריאות,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578099,שירותי בריאות; שירותי טיפול בריאותי; כיתות הדרכה; שרותי חינוך מיוחדים;  שירותי חינוך והכשרה; שירותי מזון בריאותי; שירותי רופאים מומחים,הסתיים
577695,משרד הבריאות,2016-03-03,2016-04-10,12:00,2016-03-31,רכש למכונות דפוס עבור משרד הבריאות,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577695,מכונות משרדיות ואביזריהם,עודכן
577693,משרד הבריאות,2016-03-03,2016-03-27,12:00,2016-03-28,מתן שירותי ניהול פרוייקט בנושא הערכות הקהילה לחירום בתחום בריאות הנפש,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577693,שירותי מזון בריאותי; שירותי טיפול בריאותי; שירותי בריאות; שירותי רופאים מומחים,הסתיים
577707,משרד הבריאות - אגף לתיכנון ולבינוי מוסדות רפואה,2016-03-07,2016-03-31,12:00,2016-04-03,מקבעי נגרות ומשטחי עבודה - מבנה כרורגי ממוגן - המרכז הרפואי ברזילי,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577707,שירותי בנייה ואחזקת מבנים,הסתיים
579067,"משרד הבריאות - בית החולים שמואל הרופא, מרכז רפואי גריאטרי מש",2016-04-06,2016-05-10,12:00,2016-04-07,שיפוץ והתאמת מבנה מלתחות עובדים ומבנה DRP,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579067,שירותי בנייה ואחזקת מבנים,עודכן
579123,משרד הבריאות - המרכז הרפואי בני ציון,2016-04-05,2016-05-08,12:00,2016-04-06,עיגון רכיבים לא מבניים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579123,"דלתות, חלונות וזכוכית; ציוד תמיכה לבניה ותחזוקה; חומרי גימור פנים; אינסטלציה; חומרים ורכיבים לבניה והרכבה; חוץ חומרי הגמר; בטון, מלט וטיח; חומרי בניין; מבנים קבע ; כבישים ונוף; חומרים וציוד לכרייה; מבנים טרומיים ; בידוד; רכיבים מבניים ותבניות; מבנים יבילים",חדש
578622,משרד הבריאות - המרכז הרפואי הלל יפה,2016-03-27,2016-04-13,13:00,2016-03-28,מכרז 3/2016 לאספקת מוצרי טקסטיל עבור המרכז הרפואי הלל יפה,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578622,לבוש רפואי; ביגוד; אביזרים אישיים ומוצרי טיפוח,חדש
579133,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-04-05,2016-04-07,13:00,2016-04-10,בדיקה לשירות התשלומים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579133,כלי נגינה ,הסתיים
578920,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-04-04,2016-05-23,11:00,2016-04-04,אספקת מסתמים וטבעות,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=578920,ציוד כירורגי; ציוד רפואי,חדש
577302,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-25,2016-03-28,11:00,2016-03-29,"מכרז לתכנון, בצוע, שיפוץ והרחבת ביתן 33 במרכז הרפואי ע""ש ח. שיבא תל- השומר",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577302,חומרים ורכיבים לתעשייה,הסתיים
576986,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-18,2016-03-28,11:00,2016-03-29,אספקת: תותבות יריכיים,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576986,ציוד רפואי; ציוד כירורגי; אבזרים אורטפדיים,הסתיים
576987,"משרד הבריאות - המרכז הרפואי ע""ש חיים שיבא, תל השומר",2016-02-18,2016-03-28,11:00,2016-03-29,אספקת ASPIRATION CATHTER,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576987,ציוד רפואי,הסתיים
576900,"משרד הבריאות - המרכז הרפואי תל אביב ע""ש סוראסקי, איכילוב",2016-02-17,2016-04-14,12:00,2016-04-07,"שירותי הקמה, תפעול, הטמעה, הדרכה ותחזוקה של מערכות מחשוב לניהול משאבי אנוש",http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576900,"רכיבים אלקטרוניים; שירותי תקשורת; מוליכים למחצה; מחשוב ותקשורת; מכשירי תקשורת ואביזרים; רכיבים לטכנולוגיות מידע ושידור; יחידות אחסון נתונים; מחשבים; שרתים; ציוד נלווה למחשוב; מסכי מחשב; מדפסות; ציוד תקשורת מולטימדיה ו- DataVoice; תוכנות; מעגלים מודפסים, מעגלים משולבים ומכלולים זעירים",עודכן
578538,משרד המשפטים,2016-03-21,2016-04-20,12:00,2016-04-10,לתכנון וביצוע קורסים להכשרת פעילים קהילתיים לקידום שוויון זכויות לאנשים עם מוגבלות,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=579127,שרותי חינוך מיוחדים;  שירותי חינוך והכשרה; כיתות הדרכה,עודכן
576727,משרד האוצר,2016-02-15,2016-03-15,12:00,2016-03-16,הזמנה להציע הצעות למתן שירותי תרגום ועריכה לשונית ליחידות משרד האוצר,http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=576727,שירותי עריכה ותרגום,הסתיים
577363,"משרד הבריאות - המרכז הרפואי תל אביב ע""ש סוראסקי, איכילוב",2016-03-02,2016-04-11,12:00,2016-04-07,בירטות (סטים לעירוי),http://www.mr.gov.il/officestenders/Pages/officetender.aspx?pID=577363,"ציוד רפואי; מוצרים לבדיקות וניטור חולים; עזרה ראשונה; ציוד לדיאליזה; מוצרים לטיפול והשגחה בחולים; לבוש רפואי; ציוד וטרינרי; ציוד רפואי כללי; מוצרי חבישה; ציוד הדרכה ולימוד רפואי; ציוד כירורגי; מוצרי החייאה; אבזרים אורטפדיים; מזון רפ. אנטרלי; מוצרים במתן עירויים לעורקים וורידים; אבזרי תמיכה למוגבלים ; שירותי אבחון, הדמיה ורפואה גרעינית",עודכן
